,median_income,tot_pop,white_pop,black_african-american,poverty_status,state,county,tract,poc_pop,GEOID,census_tract,county_name
0,64245.0,2691.0,2275.0,18.0,2691.0,06,067,008702,416.0,06067008702,Census Tract 87.02,Sacramento County
1,35685.0,4679.0,3272.0,225.0,4673.0,06,067,008905,1407.0,06067008905,Census Tract 89.05,Sacramento County
2,30110.0,4888.0,3294.0,241.0,4848.0,06,067,008908,1594.0,06067008908,Census Tract 89.08,Sacramento County
3,25684.0,3828.0,2819.0,296.0,3789.0,06,067,008910,1009.0,06067008910,Census Tract 89.10,Sacramento County
4,78212.0,3824.0,3309.0,2.0,3770.0,06,067,000200,515.0,06067000200,Census Tract 2,Sacramento County
5,45323.0,3851.0,2761.0,341.0,3851.0,06,067,000400,1090.0,06067000400,Census Tract 4,Sacramento County
6,26407.0,6259.0,2712.0,1256.0,6080.0,06,067,004202,3547.0,06067004202,Census Tract 42.02,Sacramento County
7,24545.0,5618.0,1515.0,1252.0,5590.0,06,067,004203,4103.0,06067004203,Census Tract 42.03,Sacramento County
8,27782.0,9159.0,1569.0,2209.0,9105.0,06,067,004300,7590.0,06067004300,Census Tract 43,Sacramento County
9,32333.0,3642.0,2538.0,146.0,3642.0,06,067,005202,1104.0,06067005202,Census Tract 52.02,Sacramento County
10,29441.0,5967.0,2945.0,944.0,5883.0,06,067,005505,3022.0,06067005505,Census Tract 55.05,Sacramento County
11,85966.0,2490.0,1877.0,0.0,2490.0,06,075,042800,613.0,06075042800,Census Tract 428,San Francisco County
12,39567.0,2399.0,591.0,31.0,2387.0,06,037,482702,1808.0,06037482702,Census Tract 4827.02,Los Angeles County
13,46420.0,6978.0,4943.0,20.0,6805.0,06,037,500201,2035.0,06037500201,Census Tract 5002.01,Los Angeles County
14,62607.0,4815.0,3067.0,34.0,4788.0,06,037,500202,1748.0,06037500202,Census Tract 5002.02,Los Angeles County
15,25606.0,4176.0,2772.0,386.0,4169.0,06,037,532304,1404.0,06037532304,Census Tract 5323.04,Los Angeles County
16,20885.0,4386.0,2943.0,39.0,4303.0,06,037,532606,1443.0,06037532606,Census Tract 5326.06,Los Angeles County
17,21621.0,4334.0,1668.0,313.0,4334.0,06,037,532800,2666.0,06037532800,Census Tract 5328,Los Angeles County
18,19134.0,7226.0,2915.0,488.0,7204.0,06,037,532900,4311.0,06037532900,Census Tract 5329,Los Angeles County
19,36120.0,3742.0,1047.0,557.0,3732.0,06,037,603102,2695.0,06037603102,Census Tract 6031.02,Los Angeles County
20,33219.0,6186.0,3508.0,190.0,6180.0,06,037,551700,2678.0,06037551700,Census Tract 5517,Los Angeles County
21,29777.0,6527.0,2275.0,314.0,6418.0,06,037,552100,4252.0,06037552100,Census Tract 5521,Los Angeles County
22,24196.0,5245.0,2568.0,65.0,5245.0,06,037,552601,2677.0,06037552601,Census Tract 5526.01,Los Angeles County
23,32027.0,2663.0,1182.0,988.0,2663.0,06,001,401500,1481.0,06001401500,Census Tract 4015,Alameda County
24,53659.0,3002.0,1200.0,864.0,2985.0,06,001,401700,1802.0,06001401700,Census Tract 4017,Alameda County
25,35546.0,2527.0,846.0,718.0,2515.0,06,001,402200,1681.0,06001402200,Census Tract 4022,Alameda County
26,38750.0,3993.0,1793.0,268.0,3960.0,06,075,012000,2200.0,06075012000,Census Tract 120,San Francisco County
27,96115.0,4027.0,3303.0,25.0,4027.0,06,075,012700,724.0,06075012700,Census Tract 127,San Francisco County
28,122470.0,4274.0,3389.0,131.0,4245.0,06,075,013200,885.0,06075013200,Census Tract 132,San Francisco County
29,84231.0,4729.0,3453.0,103.0,4688.0,06,075,013300,1276.0,06075013300,Census Tract 133,San Francisco County
30,106896.0,2673.0,1809.0,58.0,2673.0,06,075,013500,864.0,06075013500,Census Tract 135,San Francisco County
31,79865.0,2236.0,1450.0,290.0,2116.0,06,075,015300,786.0,06075015300,Census Tract 153,San Francisco County
32,93284.0,5225.0,4330.0,216.0,5225.0,06,075,016700,895.0,06075016700,Census Tract 167,San Francisco County
33,72194.0,6181.0,3451.0,195.0,6181.0,06,075,020200,2730.0,06075020200,Census Tract 202,San Francisco County
34,84762.0,2949.0,2325.0,96.0,2924.0,06,075,020500,624.0,06075020500,Census Tract 205,San Francisco County
35,78176.0,4692.0,3110.0,113.0,4680.0,06,075,021000,1582.0,06075021000,Census Tract 210,San Francisco County
36,31281.0,5095.0,387.0,563.0,5088.0,06,075,023001,4708.0,06075023001,Census Tract 230.01,San Francisco County
37,42010.0,4960.0,2065.0,211.0,4960.0,06,075,035202,2895.0,06075035202,Census Tract 352.02,San Francisco County
38,53741.0,5422.0,2093.0,233.0,5422.0,06,075,042700,3329.0,06075042700,Census Tract 427,San Francisco County
39,66406.0,4119.0,3111.0,42.0,4094.0,06,075,060100,1008.0,06075060100,Census Tract 601,San Francisco County
40,29657.0,6743.0,1188.0,1080.0,6719.0,06,075,031400,5555.0,06075031400,Census Tract 314,San Francisco County
41,57284.0,4436.0,2546.0,67.0,4391.0,06,075,040100,1890.0,06075040100,Census Tract 401,San Francisco County
42,29922.0,4179.0,613.0,1197.0,4155.0,06,075,023200,3566.0,06075023200,Census Tract 232,San Francisco County
43,76303.0,5255.0,3850.0,115.0,4743.0,06,075,030102,1405.0,06075030102,Census Tract 301.02,San Francisco County
44,48317.0,6681.0,2708.0,14.0,6681.0,06,075,032700,3973.0,06075032700,Census Tract 327,San Francisco County
45,46513.0,5987.0,2284.0,20.0,5984.0,06,075,035201,3703.0,06075035201,Census Tract 352.01,San Francisco County
46,35111.0,6412.0,3229.0,296.0,6353.0,06,037,403802,3183.0,06037403802,Census Tract 4038.02,Los Angeles County
47,22819.0,5722.0,2432.0,193.0,5722.0,06,037,404901,3290.0,06037404901,Census Tract 4049.01,Los Angeles County
48,37893.0,6689.0,3203.0,166.0,6669.0,06,037,405500,3486.0,06037405500,Census Tract 4055,Los Angeles County
49,28725.0,4629.0,1539.0,69.0,4593.0,06,037,408401,3090.0,06037408401,Census Tract 4084.01,Los Angeles County
50,33051.0,6468.0,3544.0,83.0,6457.0,06,037,408402,2924.0,06037408402,Census Tract 4084.02,Los Angeles County
51,59432.0,4456.0,1601.0,56.0,4432.0,06,037,430600,2855.0,06037430600,Census Tract 4306,Los Angeles County
52,27851.0,6428.0,3247.0,646.0,6293.0,06,037,431200,3181.0,06037431200,Census Tract 4312,Los Angeles County
53,25506.0,7182.0,2502.0,68.0,7109.0,06,037,432402,4680.0,06037432402,Census Tract 4324.02,Los Angeles County
54,25902.0,2537.0,1882.0,56.0,2537.0,06,037,124203,655.0,06037124203,Census Tract 1242.03,Los Angeles County
55,23118.0,2152.0,1230.0,63.0,2152.0,06,037,124204,922.0,06037124204,Census Tract 1242.04,Los Angeles County
56,30603.0,2654.0,1882.0,319.0,2635.0,06,037,124902,772.0,06037124902,Census Tract 1249.02,Los Angeles County
57,33341.0,3587.0,3067.0,81.0,3399.0,06,037,124903,520.0,06037124903,Census Tract 1249.03,Los Angeles County
58,39832.0,4729.0,3122.0,677.0,4729.0,06,037,125401,1607.0,06037125401,Census Tract 1254.01,Los Angeles County
59,42576.0,4676.0,3409.0,274.0,4676.0,06,037,125402,1267.0,06037125402,Census Tract 1254.02,Los Angeles County
60,35515.0,3127.0,2198.0,301.0,3127.0,06,037,125501,929.0,06037125501,Census Tract 1255.01,Los Angeles County
61,41879.0,3457.0,2658.0,196.0,3457.0,06,037,125502,799.0,06037125502,Census Tract 1255.02,Los Angeles County
62,25203.0,3187.0,1058.0,130.0,3187.0,06,037,127103,2129.0,06037127103,Census Tract 1271.03,Los Angeles County
63,25517.0,3588.0,1578.0,184.0,3588.0,06,037,127104,2010.0,06037127104,Census Tract 1271.04,Los Angeles County
64,25321.0,3154.0,995.0,78.0,3148.0,06,037,127603,2159.0,06037127603,Census Tract 1276.03,Los Angeles County
65,25732.0,3093.0,1287.0,118.0,3093.0,06,037,127604,1806.0,06037127604,Census Tract 1276.04,Los Angeles County
66,21412.0,3998.0,872.0,74.0,3986.0,06,037,127605,3126.0,06037127605,Census Tract 1276.05,Los Angeles County
67,28356.0,3451.0,1637.0,404.0,3451.0,06,037,127711,1814.0,06037127711,Census Tract 1277.11,Los Angeles County
68,33500.0,3499.0,1572.0,156.0,3499.0,06,037,127606,1927.0,06037127606,Census Tract 1276.06,Los Angeles County
69,29604.0,3669.0,1418.0,276.0,3669.0,06,037,127712,2251.0,06037127712,Census Tract 1277.12,Los Angeles County
70,28600.0,4675.0,1497.0,136.0,4675.0,06,037,127803,3178.0,06037127803,Census Tract 1278.03,Los Angeles County
71,25546.0,4450.0,2021.0,202.0,4443.0,06,037,127804,2429.0,06037127804,Census Tract 1278.04,Los Angeles County
72,23012.0,3785.0,1824.0,281.0,3496.0,06,037,127805,1961.0,06037127805,Census Tract 1278.05,Los Angeles County
73,21680.0,3253.0,2006.0,176.0,3232.0,06,037,127806,1247.0,06037127806,Census Tract 1278.06,Los Angeles County
74,30884.0,3715.0,2076.0,129.0,3710.0,06,037,128101,1639.0,06037128101,Census Tract 1281.01,Los Angeles County
75,-666666666.0,0.0,0.0,0.0,0.0,06,037,980013,0.0,06037980013,Census Tract 9800.13,Los Angeles County
76,-666666666.0,10.0,5.0,0.0,10.0,06,037,980014,5.0,06037980014,Census Tract 9800.14,Los Angeles County
77,36731.0,556.0,160.0,228.0,540.0,06,037,980015,396.0,06037980015,Census Tract 9800.15,Los Angeles County
78,-666666666.0,0.0,0.0,0.0,0.0,06,037,980018,0.0,06037980018,Census Tract 9800.18,Los Angeles County
79,103611.0,151.0,125.0,0.0,151.0,06,037,980019,26.0,06037980019,Census Tract 9800.19,Los Angeles County
80,-666666666.0,0.0,0.0,0.0,0.0,06,037,980020,0.0,06037980020,Census Tract 9800.20,Los Angeles County
81,-666666666.0,12.0,4.0,0.0,12.0,06,037,980021,8.0,06037980021,Census Tract 9800.21,Los Angeles County
82,-666666666.0,0.0,0.0,0.0,0.0,06,037,980022,0.0,06037980022,Census Tract 9800.22,Los Angeles County
83,-666666666.0,0.0,0.0,0.0,0.0,06,037,980023,0.0,06037980023,Census Tract 9800.23,Los Angeles County
84,-666666666.0,0.0,0.0,0.0,0.0,06,037,980025,0.0,06037980025,Census Tract 9800.25,Los Angeles County
85,-666666666.0,0.0,0.0,0.0,0.0,06,037,980030,0.0,06037980030,Census Tract 9800.30,Los Angeles County
86,8485.0,1113.0,608.0,234.0,48.0,06,037,980031,505.0,06037980031,Census Tract 9800.31,Los Angeles County
87,-666666666.0,14.0,0.0,0.0,14.0,06,037,980033,14.0,06037980033,Census Tract 9800.33,Los Angeles County
88,53438.0,37.0,12.0,10.0,17.0,06,037,980026,25.0,06037980026,Census Tract 9800.26,Los Angeles County
89,40795.0,4896.0,3616.0,639.0,4896.0,06,037,141101,1280.0,06037141101,Census Tract 1411.01,Los Angeles County
90,49167.0,3068.0,2367.0,161.0,3068.0,06,037,141102,701.0,06037141102,Census Tract 1411.02,Los Angeles County
91,42232.0,4471.0,3536.0,345.0,4471.0,06,037,141201,935.0,06037141201,Census Tract 1412.01,Los Angeles County
92,48297.0,2751.0,2310.0,96.0,2751.0,06,037,141202,441.0,06037141202,Census Tract 1412.02,Los Angeles County
93,56429.0,3427.0,2734.0,143.0,3416.0,06,037,141303,693.0,06037141303,Census Tract 1413.03,Los Angeles County
94,62087.0,5709.0,4477.0,58.0,5709.0,06,019,005503,1232.0,06019005503,Census Tract 55.03,Fresno County
95,34428.0,4978.0,3451.0,208.0,4897.0,06,019,005510,1527.0,06019005510,Census Tract 55.10,Fresno County
96,50441.0,2996.0,2414.0,76.0,2958.0,06,019,005513,582.0,06019005513,Census Tract 55.13,Fresno County
97,30207.0,6380.0,3382.0,256.0,6308.0,06,019,008100,2998.0,06019008100,Census Tract 81,Fresno County
98,43935.0,2506.0,1972.0,108.0,2476.0,06,019,004602,534.0,06019004602,Census Tract 46.02,Fresno County
99,18438.0,5375.0,3605.0,540.0,5369.0,06,019,005302,1770.0,06019005302,Census Tract 53.02,Fresno County
100,13380.0,4592.0,2347.0,549.0,4156.0,06,019,005403,2245.0,06019005403,Census Tract 54.03,Fresno County
101,57026.0,5597.0,4096.0,130.0,5583.0,06,019,005507,1501.0,06019005507,Census Tract 55.07,Fresno County
102,41394.0,1604.0,1335.0,12.0,1597.0,06,019,005605,269.0,06019005605,Census Tract 56.05,Fresno County
103,25225.0,6670.0,5272.0,149.0,6641.0,06,019,006700,1398.0,06019006700,Census Tract 67,Fresno County
104,42824.0,7974.0,7003.0,5.0,7859.0,06,019,007201,971.0,06019007201,Census Tract 72.01,Fresno County
105,31996.0,5275.0,3946.0,29.0,5275.0,06,019,007202,1329.0,06019007202,Census Tract 72.02,Fresno County
106,19690.0,5287.0,3068.0,8.0,5278.0,06,019,007500,2219.0,06019007500,Census Tract 75,Fresno County
107,56696.0,1663.0,1279.0,18.0,1663.0,06,019,005515,384.0,06019005515,Census Tract 55.15,Fresno County
108,25687.0,5961.0,3819.0,598.0,5908.0,06,019,005301,2142.0,06019005301,Census Tract 53.01,Fresno County
109,38167.0,3354.0,2381.0,141.0,3319.0,06,019,005407,973.0,06019005407,Census Tract 54.07,Fresno County
110,44255.0,5185.0,3806.0,51.0,5171.0,06,019,005512,1379.0,06019005512,Census Tract 55.12,Fresno County
111,27382.0,4960.0,3771.0,100.0,4908.0,06,019,005602,1189.0,06019005602,Census Tract 56.02,Fresno County
112,29688.0,3601.0,2394.0,74.0,3601.0,06,019,005701,1207.0,06019005701,Census Tract 57.01,Fresno County
113,14980.0,4221.0,1789.0,28.0,4159.0,06,019,002502,2432.0,06019002502,Census Tract 25.02,Fresno County
114,19467.0,3758.0,2458.0,221.0,3752.0,06,019,002602,1300.0,06019002602,Census Tract 26.02,Fresno County
115,53052.0,8656.0,5337.0,884.0,8623.0,06,013,302008,3319.0,06013302008,Census Tract 3020.08,Contra Costa County
116,40629.0,7531.0,2466.0,2150.0,7513.0,06,013,302009,5065.0,06013302009,Census Tract 3020.09,Contra Costa County
117,47491.0,11803.0,7338.0,667.0,11658.0,06,013,302010,4465.0,06013302010,Census Tract 3020.10,Contra Costa County
118,54392.0,9218.0,5811.0,851.0,9182.0,06,013,303102,3407.0,06013303102,Census Tract 3031.02,Contra Costa County
119,31218.0,13027.0,7625.0,1396.0,13027.0,06,013,303103,5402.0,06013303103,Census Tract 3031.03,Contra Costa County
120,57147.0,10134.0,6552.0,916.0,10123.0,06,013,303203,3582.0,06013303203,Census Tract 3032.03,Contra Costa County
121,31911.0,1483.0,1163.0,41.0,1394.0,06,013,304002,320.0,06013304002,Census Tract 3040.02,Contra Costa County
122,40729.0,11847.0,5778.0,1708.0,11818.0,06,013,303201,6069.0,06013303201,Census Tract 3032.01,Contra Costa County
123,33102.0,4535.0,3104.0,390.0,4535.0,06,013,303204,1431.0,06013303204,Census Tract 3032.04,Contra Costa County
124,69074.0,4966.0,2967.0,212.0,4966.0,06,013,304001,1999.0,06013304001,Census Tract 3040.01,Contra Costa County
125,52639.0,7294.0,4829.0,622.0,7269.0,06,013,303202,2465.0,06013303202,Census Tract 3032.02,Contra Costa County
126,65000.0,3935.0,3327.0,0.0,3935.0,06,013,304004,608.0,06013304004,Census Tract 3040.04,Contra Costa County
127,52880.0,8818.0,6921.0,192.0,8818.0,06,013,303205,1897.0,06013303205,Census Tract 3032.05,Contra Costa County
128,62653.0,4044.0,3217.0,96.0,4007.0,06,013,304003,827.0,06013304003,Census Tract 3040.03,Contra Costa County
129,53472.0,8623.0,6422.0,720.0,8623.0,06,013,304005,2201.0,06013304005,Census Tract 3040.05,Contra Costa County
130,22447.0,4973.0,1799.0,2.0,4973.0,06,037,531101,3174.0,06037531101,Census Tract 5311.01,Los Angeles County
131,30750.0,1263.0,187.0,659.0,1263.0,06,037,277400,1076.0,06037277400,Census Tract 2774,Los Angeles County
132,42625.0,2873.0,848.0,196.0,2873.0,06,037,291300,2025.0,06037291300,Census Tract 2913,Los Angeles County
133,22646.0,2545.0,1225.0,129.0,2532.0,06,037,294120,1320.0,06037294120,Census Tract 2941.20,Los Angeles County
134,25342.0,3779.0,2311.0,71.0,3774.0,06,037,294520,1468.0,06037294520,Census Tract 2945.20,Los Angeles County
135,22225.0,3631.0,1984.0,29.0,3631.0,06,037,294820,1647.0,06037294820,Census Tract 2948.20,Los Angeles County
136,20880.0,4405.0,1265.0,784.0,4405.0,06,037,296220,3140.0,06037296220,Census Tract 2962.20,Los Angeles County
137,54659.0,2370.0,1747.0,96.0,2338.0,06,037,297300,623.0,06037297300,Census Tract 2973,Los Angeles County
138,45493.0,9129.0,5307.0,149.0,8914.0,06,037,300600,3822.0,06037300600,Census Tract 3006,Los Angeles County
139,74408.0,6193.0,4302.0,47.0,6193.0,06,037,300901,1891.0,06037300901,Census Tract 3009.01,Los Angeles County
140,48082.0,7165.0,5920.0,51.0,7165.0,06,037,301100,1245.0,06037301100,Census Tract 3011,Los Angeles County
141,30669.0,5363.0,4363.0,9.0,5363.0,06,037,302202,1000.0,06037302202,Census Tract 3022.02,Los Angeles County
142,26209.0,5782.0,3970.0,107.0,5666.0,06,037,302302,1812.0,06037302302,Census Tract 3023.02,Los Angeles County
143,58043.0,3883.0,2773.0,72.0,3883.0,06,037,311300,1110.0,06037311300,Census Tract 3113,Los Angeles County
144,-666666666.0,0.0,0.0,0.0,0.0,06,037,320000,0.0,06037320000,Census Tract 3200,Los Angeles County
145,37115.0,3616.0,1842.0,91.0,3602.0,06,037,400604,1774.0,06037400604,Census Tract 4006.04,Los Angeles County
146,37295.0,5295.0,3572.0,259.0,5194.0,06,037,401203,1723.0,06037401203,Census Tract 4012.03,Los Angeles County
147,31019.0,6184.0,4488.0,152.0,5653.0,06,037,401500,1696.0,06037401500,Census Tract 4015,Los Angeles County
148,38484.0,6071.0,4328.0,315.0,6049.0,06,037,401602,1743.0,06037401602,Census Tract 4016.02,Los Angeles County
149,36458.0,4314.0,3314.0,47.0,4207.0,06,037,101110,1000.0,06037101110,Census Tract 1011.10,Los Angeles County
150,46824.0,6726.0,5902.0,87.0,6587.0,06,037,103200,824.0,06037103200,Census Tract 1032,Los Angeles County
151,30163.0,3647.0,2325.0,502.0,3561.0,06,037,104103,1322.0,06037104103,Census Tract 1041.03,Los Angeles County
152,50000.0,3222.0,2143.0,1.0,3205.0,06,037,106603,1079.0,06037106603,Census Tract 1066.03,Los Angeles County
153,41019.0,3677.0,1881.0,160.0,3670.0,06,037,108102,1796.0,06037108102,Census Tract 1081.02,Los Angeles County
154,36584.0,4938.0,2416.0,132.0,4938.0,06,037,109601,2522.0,06037109601,Census Tract 1096.01,Los Angeles County
155,39813.0,4568.0,2103.0,796.0,4514.0,06,037,109700,2465.0,06037109700,Census Tract 1097,Los Angeles County
156,33883.0,3485.0,2407.0,47.0,3440.0,06,037,111201,1078.0,06037111201,Census Tract 1112.01,Los Angeles County
157,59063.0,4358.0,3096.0,95.0,4249.0,06,037,113232,1262.0,06037113232,Census Tract 1132.32,Los Angeles County
158,38718.0,6385.0,3635.0,318.0,6381.0,06,037,113422,2750.0,06037113422,Census Tract 1134.22,Los Angeles County
159,115093.0,10288.0,3002.0,256.0,10288.0,06,085,505006,7286.0,06085505006,Census Tract 5050.06,Santa Clara County
160,34615.0,7225.0,3310.0,239.0,7134.0,06,085,505700,3915.0,06085505700,Census Tract 5057,Santa Clara County
161,80549.0,4943.0,1930.0,57.0,4943.0,06,085,506103,3013.0,06085506103,Census Tract 5061.03,Santa Clara County
162,79847.0,7178.0,3148.0,85.0,6913.0,06,085,506202,4030.0,06085506202,Census Tract 5062.02,Santa Clara County
163,47905.0,5676.0,2942.0,540.0,5603.0,06,085,506301,2734.0,06085506301,Census Tract 5063.01,Santa Clara County
164,58395.0,6688.0,4476.0,23.0,6688.0,06,085,506302,2212.0,06085506302,Census Tract 5063.02,Santa Clara County
165,51831.0,5265.0,2194.0,117.0,5220.0,06,085,506304,3071.0,06085506304,Census Tract 5063.04,Santa Clara County
166,29807.0,7186.0,2162.0,193.0,7010.0,06,085,503304,5024.0,06085503304,Census Tract 5033.04,Santa Clara County
167,49810.0,4521.0,2763.0,89.0,4521.0,06,085,502906,1758.0,06085502906,Census Tract 5029.06,Santa Clara County
168,78056.0,4181.0,3068.0,102.0,4089.0,06,085,503001,1113.0,06085503001,Census Tract 5030.01,Santa Clara County
169,64109.0,8152.0,2905.0,611.0,8118.0,06,085,503108,5247.0,06085503108,Census Tract 5031.08,Santa Clara County
170,35971.0,3974.0,1216.0,62.0,3958.0,06,085,503312,2758.0,06085503312,Census Tract 5033.12,Santa Clara County
171,22484.0,5626.0,1285.0,131.0,5582.0,06,085,503402,4341.0,06085503402,Census Tract 5034.02,Santa Clara County
172,26866.0,6735.0,1971.0,88.0,6612.0,06,085,503506,4764.0,06085503506,Census Tract 5035.06,Santa Clara County
173,81191.0,15525.0,9755.0,39.0,15525.0,06,059,062604,5770.0,06059062604,Census Tract 626.04,Orange County
174,97031.0,2545.0,1589.0,5.0,2532.0,06,059,062629,956.0,06059062629,Census Tract 626.29,Orange County
175,41627.0,3703.0,2691.0,140.0,3651.0,06,059,062640,1012.0,06059062640,Census Tract 626.40,Orange County
176,26326.0,4512.0,1928.0,7.0,4366.0,06,065,040402,2584.0,06065040402,Census Tract 404.02,Riverside County
177,26256.0,7191.0,3816.0,35.0,7119.0,06,065,040501,3375.0,06065040501,Census Tract 405.01,Riverside County
178,22465.0,3094.0,1102.0,358.0,3074.0,06,065,042514,1992.0,06065042514,Census Tract 425.14,Riverside County
179,19645.0,2332.0,588.0,259.0,2332.0,06,065,042404,1744.0,06065042404,Census Tract 424.04,Riverside County
180,19949.0,3670.0,1291.0,221.0,3670.0,06,065,042505,2379.0,06065042505,Census Tract 425.05,Riverside County
181,27005.0,5520.0,1571.0,651.0,5520.0,06,065,042510,3949.0,06065042510,Census Tract 425.10,Riverside County
182,31496.0,3457.0,955.0,698.0,3451.0,06,065,042518,2502.0,06065042518,Census Tract 425.18,Riverside County
183,21658.0,1861.0,683.0,215.0,1845.0,06,065,042519,1178.0,06065042519,Census Tract 425.19,Riverside County
184,30735.0,5492.0,4139.0,0.0,5464.0,06,065,042720,1353.0,06065042720,Census Tract 427.20,Riverside County
185,22323.0,5422.0,1762.0,265.0,5339.0,06,065,043006,3660.0,06065043006,Census Tract 430.06,Riverside County
186,31123.0,3915.0,3166.0,12.0,3908.0,06,065,043314,749.0,06065043314,Census Tract 433.14,Riverside County
187,47026.0,5244.0,4161.0,132.0,5210.0,06,085,512509,1083.0,06085512509,Census Tract 5125.09,Santa Clara County
188,50429.0,7352.0,4897.0,220.0,7341.0,06,085,512510,2455.0,06085512510,Census Tract 5125.10,Santa Clara County
189,25861.0,4563.0,3617.0,66.0,4492.0,06,085,512603,946.0,06085512603,Census Tract 5126.03,Santa Clara County
190,30855.0,4854.0,3861.0,60.0,4652.0,06,085,512604,993.0,06085512604,Census Tract 5126.04,Santa Clara County
191,15750.0,9146.0,4715.0,375.0,4549.0,06,085,513000,4431.0,06085513000,Census Tract 5130,Santa Clara County
192,46522.0,1278.0,940.0,13.0,1216.0,06,085,513500,338.0,06085513500,Census Tract 5135,Santa Clara County
193,-666666666.0,0.0,0.0,0.0,0.0,06,087,990100,0.0,06087990100,Census Tract 9901,Santa Cruz County
194,43201.0,2454.0,2225.0,22.0,2454.0,06,089,010601,229.0,06089010601,Census Tract 106.01,Shasta County
195,23387.0,2948.0,1729.0,0.0,2948.0,06,037,434004,1219.0,06037434004,Census Tract 4340.04,Los Angeles County
196,33523.0,4074.0,2090.0,575.0,4074.0,06,037,461501,1984.0,06037461501,Census Tract 4615.01,Los Angeles County
197,37132.0,903.0,331.0,257.0,903.0,06,037,460401,572.0,06037460401,Census Tract 4604.01,Los Angeles County
198,23651.0,1367.0,695.0,21.0,1367.0,06,037,910205,672.0,06037910205,Census Tract 9102.05,Los Angeles County
199,54183.0,5476.0,3983.0,184.0,5463.0,06,037,910302,1493.0,06037910302,Census Tract 9103.02,Los Angeles County
200,35352.0,6911.0,5650.0,103.0,6903.0,06,037,920020,1261.0,06037920020,Census Tract 9200.20,Los Angeles County
201,62615.0,5706.0,4486.0,111.0,5686.0,06,037,920015,1220.0,06037920015,Census Tract 9200.15,Los Angeles County
202,73381.0,5873.0,4544.0,20.0,5204.0,06,013,352102,1329.0,06013352102,Census Tract 3521.02,Contra Costa County
203,69914.0,2837.0,2158.0,8.0,2777.0,06,013,352202,679.0,06013352202,Census Tract 3522.02,Contra Costa County
204,46261.0,11313.0,3461.0,2247.0,11164.0,06,013,355200,7852.0,06013355200,Census Tract 3552,Contra Costa County
205,35814.0,2782.0,1491.0,548.0,2782.0,06,013,369002,1291.0,06013369002,Census Tract 3690.02,Contra Costa County
206,31485.0,5892.0,2830.0,643.0,5892.0,06,013,371000,3062.0,06013371000,Census Tract 3710,Contra Costa County
207,41466.0,2975.0,1530.0,126.0,2975.0,06,013,387000,1445.0,06013387000,Census Tract 3870,Contra Costa County
208,56165.0,6492.0,4845.0,68.0,6485.0,06,013,322000,1647.0,06013322000,Census Tract 3220,Contra Costa County
209,35859.0,3942.0,2898.0,68.0,3942.0,06,013,334001,1044.0,06013334001,Census Tract 3340.01,Contra Costa County
210,32318.0,6513.0,3510.0,548.0,6505.0,06,001,436900,3003.0,06001436900,Census Tract 4369,Alameda County
211,47530.0,3497.0,1564.0,223.0,3476.0,06,001,437000,1933.0,06001437000,Census Tract 4370,Alameda County
212,36222.0,3887.0,1060.0,479.0,3887.0,06,001,438300,2827.0,06001438300,Census Tract 4383,Alameda County
213,41461.0,5163.0,520.0,488.0,5148.0,06,001,440304,4643.0,06001440304,Census Tract 4403.04,Alameda County
214,74049.0,5436.0,1104.0,178.0,5436.0,06,001,441402,4332.0,06001441402,Census Tract 4414.02,Alameda County
215,61250.0,5373.0,771.0,292.0,5373.0,06,001,441522,4602.0,06001441522,Census Tract 4415.22,Alameda County
216,61028.0,7359.0,2792.0,116.0,7359.0,06,001,441800,4567.0,06001441800,Census Tract 4418,Alameda County
217,54800.0,4084.0,835.0,269.0,4084.0,06,001,441921,3249.0,06001441921,Census Tract 4419.21,Alameda County
218,71369.0,3232.0,682.0,6.0,3232.0,06,001,442000,2550.0,06001442000,Census Tract 4420,Alameda County
219,104072.0,5303.0,820.0,34.0,5303.0,06,001,442100,4483.0,06001442100,Census Tract 4421,Alameda County
220,100794.0,7196.0,1438.0,144.0,7176.0,06,001,442200,5758.0,06001442200,Census Tract 4422,Alameda County
221,41396.0,3275.0,717.0,72.0,3271.0,06,001,440331,2558.0,06001440331,Census Tract 4403.31,Alameda County
222,61406.0,5902.0,1818.0,150.0,5902.0,06,001,441302,4084.0,06001441302,Census Tract 4413.02,Alameda County
223,31414.0,7734.0,5134.0,680.0,7723.0,06,067,009310,2600.0,06067009310,Census Tract 93.10,Sacramento County
224,28029.0,2310.0,317.0,383.0,2286.0,06,067,009318,1993.0,06067009318,Census Tract 93.18,Sacramento County
225,25840.0,6801.0,1873.0,1208.0,6644.0,06,067,009610,4928.0,06067009610,Census Tract 96.10,Sacramento County
226,38209.0,3348.0,1758.0,389.0,3348.0,06,067,009611,1590.0,06067009611,Census Tract 96.11,Sacramento County
227,42568.0,7288.0,2363.0,1445.0,7288.0,06,067,009614,4925.0,06067009614,Census Tract 96.14,Sacramento County
228,29470.0,3896.0,2042.0,690.0,3790.0,06,067,009004,1854.0,06067009004,Census Tract 90.04,Sacramento County
229,31852.0,3298.0,2145.0,381.0,3125.0,06,067,009103,1153.0,06067009103,Census Tract 91.03,Sacramento County
230,32019.0,4210.0,3077.0,243.0,4210.0,06,067,009106,1133.0,06067009106,Census Tract 91.06,Sacramento County
